Title,Total Count,Unique Count
"Howardena Pindell scrapbook, 1935-1940",0,0
"Marianna Pineda papers, 1943-1998",0,0
"Rufus Porter writings, 1825-1846",0,0
"Symposium about Marsden Hartley, 1961 Aug. 24",0,0
"Richard McDermott Miller papers, 1962-2001",0,0
"Modern Multiples records, 1970s-2019",0,0
"Joseph Maxwell Miller papers, ca. 1887-1931",0,0
"Ruth Post research material on Virgil Macey Williams, 1970-1980",0,0
"Geri Pine and Nat Werner papers, circa 1932-1978",0,0
"Samuel Popper papers, 1945-1960",0,0
"Preservation and utilization of documentary film footage shot by Robert Flaherty of John Howard Benson : typescript, by Rebecca Miller, 1978 /",0,0
"Fairfield Porter letters to Jim Frazer, 1971-1976",0,0
"Howardena Pindell letters to Yvonne Puffer, 1981-1992",0,0
"Donald Moffat research material on Joseph DeCamp, ca. 1957",0,0
"Adrian Piper papers, 1966-1990",0,0
"Elisabeth D. Model papers, 1939-1977",0,0
"R. Craig Miller papers, 1975-2010",0,0
"Photographs relating to Alexander Calder, Naum Gabo and others, 1972-1973",0,0
"George Booth Post papers, 1936-1937",0,0
"Descriptive catalogue of pictures painted by Robert Edge Pine, 1784",0,0
"Richard Kidwell Miller papers, 1944-1978",0,0
"Agnes Mills papers, 1948-1999, bulk 1974-1993",0,0
"Dale Pontius papers relating to Ralph Fabri, 1935-1974",0,0
"Edmund Milne bill and receipt, ca. 1760",0,0
"Peter Pollack papers, 1939-1979",0,0
"Norma Minkowitz papers, 1926-2022, bulk 1970-2022",0,0
"Millicent Rogers Museum records, 1983-1984",0,0
"Dan Fellows Platt papers, 1914-1963",0,0
"Vinnie and her friends : the daughter of the Capital : typescript, ca. 1967",0,0
"James S. Plaut papers, ca. 1929-1980",0,0
"Naomi Newman Pollack papers, 1949-1964",0,0
"Arthur Millier papers, 1906-1975",0,0
"Willis Polk scrapbooks, 1908-1924",0,0
"Virgil Ellsworth Poling papers, 1939-1974",0,0
"Peter Milton papers, circa 1950-2010",0,0
"Gibbs Milliken papers, 1961-1982",0,0
"Players Club letters, 1848-1941",0,0
"Ogden M. Pleissner papers, 1928-1976",0,0
"Dick Polich papers, 1950-2020",0,0
"Francis Davis Millet letters to Miss Ward and Ticknor, undated",0,0
"Stephen Poleskie papers and Chiron Press records, 1961-2020, bulk 1963-1968",0,0
"Albin Polasek papers, 1937-1964",0,0
"Joel Roberts Poinsett letters from artists, 1824-1844",0,0
"William Mathewson Milliken papers, 1923-1970",0,0
"Edward Plunkett papers, circa 1900-2006",0,0
"Daniel Millsaps papers, 1934-1982",0,0
"Carolyn Gassan Plochmann papers, 1926-2013",0,0
"Mills College Art Gallery letters, 1843-1959",0,0
"Leander A. Plummer papers, 1890-1914",0,0
"Phil Paradise letters to Ted Mills, 1991-1992",0,0
"Interview with Michael and Magdalene Frimkess, 2000 Feb. 27 - Apr. 30",0,0
"Gina Plunguian letter and photograph, 1958-1958",0,0
"Clark Mills letter to an unidentified recipient, 1860 Mar. 9?",0,0
"Robert Mills family letters, 1813-1847",0,0
"Reginald Pollack papers, 1948-2003, bulk 1972-2001",0,0
"Robert Crannell Minor papers, 1896-1904",0,0
"Jane Piper papers, 1943-1988",0,0
"Elizabeth Piutti-Barth papers, circa 1875-1953",0,0
"Gladys Mock papers, 1915-1977",0,0
"Renate Ponsold Motherwell papers, circa 1900-2021, bulk circa 1960-2012",0,0
"Ann Mittleman papers, 1959-1965",0,0
"George Josimovich papers, 1920-1972",0,0
"James Mitchell papers, 1981-1988",0,0
"Jack Mitchell photographs of artists, 1966-1977",0,0
"Ronald G. Pisano papers, circa 1972-2008",0,0
"Michael Ponce de Leon papers, 1952-1979",0,0
"Hobson Pittman papers, 1916-1990",0,0
"Glen Mitchell scrapbook, 1925-1939",0,0
"Pitts family papers, 1885-1958",0,0
"Louis Pomerantz papers, 1937-1988, bulk 1950-1988",0,0
"T. Oxley Miller papers, 1878-1976",0,0
"William L. Pitts papers relating to Keith Martin, ca. 1969-1991",0,0
"Silvia Pizitz papers, 1927-1989",0,0
"Joseph Pollet papers, 1937-1979",0,0
"Arthur Polonsky papers, 1944-1972",0,0
"William P. Miller, Jr. papers, 1952-1988",0,0
"William Rickarby Miller diary and writings, 1850-1884",0,0
"Peter Plagens papers, 1941-1985",0,0
"Fred Mitchell papers, 1938-2007",0,0
"Michael Plante interviews with artists, 1990-1994",0,0
"Bruce Handiside Mitchell papers, 1932-1965 and undated",0,0
"Charles A. Platt letter collection, ca. 1887",0,0
"Elizabeth Feinberg Pollock memoirs, 1975",0,0
"Carl Milles papers, 1942-1970",0,0
"Alfred R. Mitchell letter and response, 1925 Aug. 10-Aug. 18",0,0
"Carl Milles letter to Henry Booth, 1943 September 27",0,0
"Alfred R. Mitchell correspondence, 1919-1962",0,0
"Pollock Galleries records, 1958-1979",0,0
"Panel discussion, ""An Hour with Edward Millman"", 1964 Jan. 18-19",0,0
"Monologue given by Nathan Oliveira, 1980 Sept. 7",0,0
"Some aspects of the work of Milton Avery : typescript, Harvey S. Shipley Miller, 1972 /",0,0
"Adja Yunkers letter to William McNaught relating to Mark Rothko, 1982 June 17",0,0
"Constance Haass McMath papers, 1922-1959",0,0
"PWAP card file for Region 9, 1933-1934",0,0
"PWAP reports by Gustave Baumann, 1934",0,0
"David McManaway papers, 1960-1980",0,0
"Puchong Gallery records, 1984-1998",0,0
"Mary Elma Kindred McLeary scrapbook relating to her son Kindred McLeary, 1940-1955",0,0
"Richard McLanathan papers, 1901-1995, bulk 1940s-1990s",0,0
"Mabel Pugh papers, 1907-1975",0,0
"Alexander K. McLanahan papers, 1968-1975",0,0
"McKissick Museums exhibition catalogs, 1979-1981",0,0
"The New Deal for artists Richard D. McKinzie, 1969",0,0
"Theodore H. McKinney papers, 1964-1982",0,0
"The Artist Reviews Art records, 1943-1944",0,0
"Roland Joseph McKinney papers, 1926-1955",0,0
"Fernando Puma papers, 1932-1970",0,0
"Edmond McKenna printed materials, 1947",0,0
"Bruce McKain papers, 1939-1980",0,0
"Robert G. McIntyre papers, 1903-1957",0,0
"Jonce Irwin McGurk papers, circa 1893-1946",0,0
"Mary K. McGuigan and John F. McGuigan Jr. artists' letters collection, 1794-1938",0,0
"James A. McGrath papers, 1950-2011",0,0
"Neysa McMein letter, undated",0,0
"William Charles McNulty sketchbook, 1929",0,0
"Victor Hugo Proetz papers, ca. 1930-1965",0,0
"Paul McPharlin papers, 1905-1956",0,0
"Hildreth Meière papers, 1901-2011, bulk 1911-1960",0,0
"Howard Mehring papers, circa 1931-1978",0,0
"John Gaw Meem correspondence, 1933-1934",0,0
"Octavio Medellin papers, circa 1935-circa 1979",0,0
"Roger Medearis papers, 1920-2001",0,0
"Victor Proetz letters to Max Putzel, 1935 and undated",0,0
"Margaret Paradise Spoor papers relating to Victor Proetz, circa 1930-1971",0,0
"Sculptors Dinner of the Medallic Art Company, 1937",0,0
"Eve Propp papers regarding Joseph Cornell, 1966-1994",0,0
"Providence Art Club records, 1880-1963",0,0
"Austin Merrill Mecklem and Marianne Greer Appel papers, 1910-2009",0,0
"Glass plate negatives of the Provincetown Art Colony, 1916, circa 2006",0,0
"Frank Mechau correspondence and mural contracts, 1934-1940",0,0
"Jules David Prown research material on artists, 1935-2018, bulk 1958-1975",0,0
"Herbert Mears papers, 1950-1979",0,0
"Clement Meadmore papers, 1967-1980",0,0
"Correspondence of David Irving Mead relating to the statue of Alexander Hamilton, 1936",0,0
"Videos and slides on Dilmus Hall, Mary T. Smith, and J.B. Murry, circa 1984-1986",0,0
"PTE Fine Arts records, 1953-2007",0,0
"Albert E. McVitty papers relating to McVitty's art collection, 1902-1971",0,0
"William and Leza McVey papers, 1932-1974",0,0
"Ed McGowin papers, 1962-1998",0,0
"Thomas Matthew McGlynn papers, 1976-1978",0,0
"Thomas A. McGlynn : essay, by Betty Hoag McGlynn, 1979 /",0,0
"Austin Purves papers, 1939-1961",0,0
"Wayne Quinn papers, 1972-1977",0,0
"Marilyn Quint-Rose papers, 1978-1998",0,0
"William Ashby McCloy papers, 1926-1988",0,0
"Interviews of Ohio artists, 1975-1979",0,0
"R. E. Lewis gallery records, 1952-1981",0,0
"Robert McChesney papers, 1913-2006",0,0
"Lauren Rabb research material on William Lamb Picknell, ca. 1990-1995",0,0
"Ethel B. Rabin papers, circa 1925-1976",0,0
"William Avrum Rabinovitch papers, 1973-1978",0,0
"Carole Ewing McCartney research material relating to Vivika and Otto Heino, 1989-2000",0,0
"Cherie Raciti papers, 1963-2015",0,0
"David McCarthy oral history interviews with artists, 1989-1998",0,0
"Herman T. Radin letters, 1911-1944",0,0
"Radoff papers of the Historical Records Survey, 1938-1939",0,0
"Joseph Raffael illustrated manuscripts, 1956-1958",0,0
"Light coming through: a portrait of Maud Morgan motion picture, circa 1980, c1980",0,0
"Charles Sidney Raleigh papers, 1877-1969",0,0
"Catha Grace Rambusch collection of papers on architecture, 1921-1975",0,0
"Richard Field Maynard papers, 1895-1979",0,0
"Beverly Mayeri papers, 1973-2008",0,0
"Paul Henry Ramirez papers, 1995-2017",0,0
"John Quinn ledgers, 1909-1924",0,0
"Papers relating to Norman Scott ""Butch"" Quinn, 1982-1985",0,0
"Edmund Quincy papers, 1891-1955, bulk 1935-1955",0,0
"Frank McCulloch papers, 1959-1983",0,0
"Austin Purves estate papers relating to Maxfield Parrish, 1953",0,0
"Putnam family papers, 1822-1978",0,0
"Anne Eisner Putnam papers, 1936-1968",0,0
"James McGarrell papers, 1954-1979",0,0
"Wallace Putnam papers, 1914-1983",0,0
"Memoir of Albert Newsam (deaf mute artist) microform / by Joseph O. Pyatt, 1868",0,0
"Howard Pyle letters, 1894 Aug. 19-1899 Nov. 14",0,0
"Jay McEvoy papers, 1934-1995",0,0
"Jonathan Stickney McDonald papers, 1850-1858",0,0
"Joseph F. McCrindle papers, 1877-2013",0,0
"Thomas McClure papers, 1952-1974",0,0
"Porter A. McCray papers, 1936-1989",0,0
"Appeal for the fine arts in the republic : an address, delivered at the artists' reception, Crosby's Opera House, Chicago, Illinois, 26th March, 1866 / by Amasa McCoy, 1866",0,0
"Philip McConnell typescripts, ca. 1957",0,0
"Frank B. McConnell papers, 1895-1939",0,0
"Gene Frances McComas papers, 1980",0,0
"Francis John McComas papers, 1898-1965",0,0
"Interviews with Tom McClure, 1977 Aug. 22 & Oct. 22",0,0
"Edmondo Quattrochi papers, 1927-1961",0,0
"John Quidor letter to Stewart L. Woodford, 1868 July 13",0,0
"Joseph Meierhans papers, 1924-1969",0,0
"Henry Meigs diaries, 1827-1855",0,0
"Flora Whitney Miller papers regarding Kay Sage, 1915-1982",0,0
"Duane Michals papers, circa 1940-2019",0,0
"Aristide Mian papers, 1920-1979",0,0
"Rudy Pozzatti papers, 1951-1982",0,0
"Lucio Pozzi papers, 1960-2002",0,0
"David Prager letter relating to Alexander Calder, 1956",0,0
"Renee Prahar papers, circa 1895-1938",0,0
"Louis Prang papers, 1848-1932",0,0
"Television interviews of Marcella Brenner and Sybil and Robert Meyersburg videorecordings /WETA ; producers and interviewers, Jeffrey Bieber and Jackson Frost, 1987",0,0
"Ron Meyers papers relating to Frans Wildenhain, ca. 1967-1979",0,0
"Fanette Reider Meyers papers, ca. 1908-1982",0,0
"William Meyerowitz and Theresa F. Bernstein papers, 1915-1978",0,0
"Stanley Boris Pransky scrapbook, ca. 1962-1964",0,0
"Interview with William Meyerowitz and Theresa Bernstein, 1978",0,0
"Fred Meyer papers, 1959-1982",0,0
"Gerda Meyer Bernstein papers, 1973-2015",0,0
"Harry Noyes Pratt letters, 1941",0,0
"Hilda Preibisius papers, 1936-1960",0,0
"Edith M. Prellwitz papers, 1896-1938",0,0
"Conger Metcalf printed material, 1926-1977",0,0
"Tina Prentiss papers, 1942-1976",0,0
"Ben Messick papers, 1934-1965",0,0
"Thomas M. Messer papers, 1949-2010",0,0
"Glen Michaels papers, 1953-1973",0,0
"Vera Michels papers, circa 1920-1976",0,0
"Abraham Melamed letter from Federico Castellon, 1964 Jan. 6",0,0
"Michigan Artrain records, 1968-1974",0,0
"William Merritt Post letter to Donald Johnson, 1928 December 21",0,0
"Benna Miller video interviews with Richmond Barthe, 1986",0,0
"Barse Miller slides and printed material, ca. 1930-1977",0,0
"Everett L. Millard research material relating to John Henri Isaac Browere and Albertus Del Orient Browere, 1833-1998",0,0
"Clarkson N. Potter papers, 1968-1973",0,0
"Caroline Millard papers, 1856-1897",0,0
"Jerome Milkman scrapbooks, 1930-ca. 1959",0,0
"Jeanne Patterson Miles papers, circa 1950-1977",0,0
"Ellen G. Miles material related to Women in the Arts, 1975-1976",0,0
"Ed Mieczkowski papers, circa 1980-2010",0,0
"Frederick B. Potter letter from John La Farge, 1909",0,0
"Margaret Potter papers, 1954-1983",0,0
"Edward H. Potthast scrapbooks, 1912-1966",0,0
"Willard F. Midgette papers, 1962-1978",0,0
"Dorothy Poulos papers, 1954-1979",0,0
"Walter Midener papers, 1938-1973",0,0
"Leslie Powell papers, 1930-1970",0,0
"Panel discussion, ""Texas Folk Artists: A Living Tradition"", 1980 Oct. 24",0,0
"Michigan Water Color Society records, 1947-1976",0,0
"Richard J. Powell papers, 1971-1992",0,0
"Michigan Silversmiths Guild records, 1949-1961",0,0
"Ivan Messenger papers, ca. 1938-1963",0,0
"Robert Pincus-Witten papers, 1942-2017, bulk 1962-2005",0,0
"James Prestini notebooks, 1936-1979",0,0
"Astrid Preston papers, 1969-2017",0,0
"Marion de Sola Mendes papers, 1926-1977",0,0
"Antonio Prieto papers, 1947-1967",0,0
"Morris W. Primoff papers relating to Thomas Hart Benton, 1950-1978",0,0
"Prince Street Gallery records, 1970s-2005",0,0
"Hempstead Prince papers, 1873-1910",0,0
"Katherine Prince collection relating to James McNeill Whistler, 1980, circa 1834-circa 1892",0,0
"Haim Mendelson correspondence with Saul Baizerman and others, 1946-1957",0,0
"Erich Mendelsohn drawings, 1955",0,0
"Daniel M. Mendelowitz papers, ca. 1950-1970",0,0
"Lecture given by Vincent Melzac, 1971 July 11",0,0
"Print Club of Albany records, 1934-1986",0,0
"Print Council of America records, 1951-2020",0,0
"Vincent Melzac fine arts estate appraisal, 1990",0,0
"Doris Meltzer papers, 1930-1976",0,0
"Printed Matter, Inc. records, 1970-1990",0,0
"Dina Melicov papers, 1926-1964",0,0
"Harris King Prior papers, 1946-1975",0,0
"James Melchert papers, circa 1949-2021",0,0
"Gari Melchers papers, 1887-1947",0,0
"Prismatic Club records, 1867-1963",0,0
"Edward Melcarth papers, circa 1900-2003",0,0
"Hartwell Wyse Priest papers, 1924-2004",0,0
"Melville Price papers, 1944-1978",0,0
"Hilda Price sketches, 19??",0,0
"H. C. L. Merillat correspondence relating to Gaston Lachaise, 1973-1991, bulk 1973",0,0
"Interview with Hugh Mesibov, 1990 June 23",0,0
"James David Preston illustrated autograph book, 1904-1924",0,0
"Arnold Mesches papers, 1939-2015",0,0
"Francis Sumner Merritt papers, circa 1930-1980",0,0
"Anna Lea Merritt papers, ca. 1975",0,0
"Maxine Seelbinder Merlino papers, 1928-2003",0,0
"Maurice Merlin papers, 1920-2020",0,0
"John D. Preston collection of materials relating to Alfred Thompson Bricher, 1892-1956",0,0
"Preston family letters, 1836-1927",0,0
"Gregorio Prestopino papers, 1927-1968",0,0
"Nora Chapa Mendoza papers, circa 1963-2013",0,0
"Interview with Gregorio Prestopino, ca. 1968",0,0
"Letters to William Meredith, 1804-1827",0,0
"21st Century Voices Oral History Project Interviews, 2011-2016",0,0
"Meredith Long & Company printed material, 1959-1979",0,0
"Mercury Galleries records, 1937-1943",0,0
"Aimée Brown Price research material regarding Carlos Almaraz, 1973-2021",0,0
"Sigmund Joseph Menkes papers, ca. 1950-1965",0,0
"John C. Menihan papers, 1912-1992",0,0
"Aimée Brown Price research material regarding Peter Krasnow, 1946-2021, bulk circa 1970- circa 1998",0,0
"Kenworth Moffett papers, circa 1959-1988",0,0
"Bernard A. Pfriem papers, 1932-1995",0,0
"Ross and Dorothy Lake Gregory Moffett papers, circa 1870-1992",0,0
"Palette & Chisel Academy of Fine Arts records, 1896-1974",0,0
"New York Enthusiasts records, 1950-1960",0,0
"Catalogue of the pictures, which formed the collection of Joseph Capece Latro, ancient archbishop of Taranto, &c. in the kingdom of Naples : now exhibited in the City Dispensary, in White Street, for the benefit of that charitable institution, 1835",0,0
"Erastus Dow Palmer letter, 1868 March 10",0,0
"In praise of beauty : a monograph on the life of Andrew J. Kelly and a catalogue of his collection / by Mary C. Palmer, undated",0,0
"Michael A. Palmer papers, 1965-1979",0,0
"Russel D. Palmer papers, 1837-1843",0,0
"New York Artists Equity Association records, 1920-2012",0,0
"New Rochelle Art Association records, 1914-1967",0,0
"Ain't misbehavin' videorecording : the Coit Tower murals / New Pacific Productions ; producers, David Bolt, John Esterle, and Sue Ellen McCann ; director, David Bolt ; writer, John Esterle ; art director, Sue Ellen McCann ; narrator, Bruce Holbert, c1986",0,0
"1440 early American portrait artists, (1663-1860) : (preliminary volume) / compiled by the New Jersey Historical Records Survey Project, Division of Professional and Service Projects, Research and Records Section, Work Projects Administration ; sponsored by New Jersey State Planning Board, 1940",0,0
"William C. Palmer papers, 1933-1978",0,0
"Anthony Palumbo papers, 1947-2008, bulk 1968-2008",0,0
"New Arts Program records, circa 1971-2015",0,0
"The New Arts records, 1950-1979",0,0
"Pam Adler Gallery records, 1969-1986",0,0
"Interview with Louise Nevelson, 1983",0,0
"Michael Panhorst research material on Glen Warren Rhines, 1993-1995",0,0
"A Conversation with Louise Nevelson, 1980",0,0
"Erwin Panofsky letters, 1930-1960",0,0
"Louise Nevelson exhibition installation at Grand Central Moderns, Jan. 1958 motion picture / filmed by Ilya Bolotowsky, undated",0,0
"Robert S. Neuman papers, 1950-2007",0,0
"Robert Neuhaus papers relating to Clyfford Still and Albert Bierstadt, 1884-1984, bulk 1941-1984 dates",0,0
"John L. Pappas papers, 1929-1977",0,0
"Jim Pallas papers, 1970-1982",0,0
"Guy Palazzola letter, 1944 May 27",0,0
"Pauline A. Pinckney research materials on American figureheads, ca. 1938-1945",0,0
"New York Water Color Club records, 1890",0,0
"Perry Nichols scrapbook, ca. 1900-1971",0,0
"James C. Nichols scrapbooks, 1885-1975",0,0
"Hobart Nichols papers, ca. 1895-1958",0,0
"Les Raretes des Indes, ca. 1695",0,0
"Nicholas Wilder Gallery records, 1944-1984, bulk 1968-1979",0,0
"Lloyd Raymond Ney papers, 1902-1987",0,0
"Elisabet Ney papers, 1865-1984",0,0
"Sara D. Page letters, 1850-1860",0,0
"Newport Harbor Art Museum exhibition records, 1965",0,0
"Edward A. Newnam papers, 1935-1978",0,0
"Muriel Kallis Newman papers, 1950-1983",0,0
"Louis Newman interviews with Molly Barnes and Will Barnet, 2005-2006",0,0
"Elias Newman papers, 1922-1981",0,0
"Benjamin T. Newman papers, 1882-1967",0,0
"Katherine Dunn Pagon papers relating to Hugh Breckenridge, 1926-1939",0,0
National Endowment for the Arts Visual Arts Criticism Seminar audio recordings,0,0
"Eakins and photography reconsidered / by Robert R. Newlen, undated",0,0
"Lectures given by Beaumont Newhall and Gordon Hendricks, 1962 May 30",0,0
